1, plains, minecraft:plains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
888, icy, regions_unexplored:icy_desert, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
889, icy, regions_unexplored:icy_desert, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
890, icy, regions_unexplored:icy_desert, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
891, icy, regions_unexplored:icy_desert, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
892, icy, regions_unexplored:icy_desert, MONSTER, mythicmounts:dragon, 80, 1, 1
893, icy, regions_unexplored:icy_desert, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
894, icy, regions_unexplored:icy_desert, MONSTER, graveyard:ghoul, 25, 2, 5
895, icy, regions_unexplored:icy_desert, MONSTER, uselessreptile:moleclaw, 80, 1, 1
896, icy, regions_unexplored:icy_desert, MONSTER, graveyard:revenant, 25, 5, 8
897, icy, regions_unexplored:icy_desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
898, icy, regions_unexplored:icy_desert, AMBIENT, mythicmounts:firebird, 5, 1, 1
899, forest, regions_unexplored:temperate_grove, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
900, forest, regions_unexplored:temperate_grove, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
901, forest, regions_unexplored:temperate_grove, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
902, forest, regions_unexplored:temperate_grove, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
903, forest, regions_unexplored:temperate_grove, MONSTER, direbats:direbat, 36, 1, 3
904, forest, regions_unexplored:temperate_grove, MONSTER, mythicmounts:dragon, 80, 1, 1
905, forest, regions_unexplored:temperate_grove, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
906, forest, regions_unexplored:temperate_grove, MONSTER, graveyard:ghoul, 25, 2, 5
907, forest, regions_unexplored:temperate_grove, MONSTER, uselessreptile:moleclaw, 80, 1, 1
908, forest, regions_unexplored:temperate_grove, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
909, forest, regions_unexplored:temperate_grove, AMBIENT, mythicmounts:firebird, 5, 1, 1
910, private, regions_unexplored:grassland, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
911, private, regions_unexplored:grassland, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
912, private, regions_unexplored:grassland, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
913, private, regions_unexplored:grassland, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
914, private, regions_unexplored:grassland, MONSTER, mythicmounts:dragon, 80, 1, 1
915, private, regions_unexplored:grassland, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
916, private, regions_unexplored:grassland, MONSTER, uselessreptile:moleclaw, 80, 1, 1
917, private, regions_unexplored:grassland, MONSTER, graveyard:nightmare, 10, 1, 1
918, private, regions_unexplored:grassland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
919, private, regions_unexplored:grassland, AMBIENT, mythicmounts:firebird, 5, 1, 1
920, swamp, regions_unexplored:bayou, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
921, swamp, regions_unexplored:bayou, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
922, swamp, regions_unexplored:bayou, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
923, swamp, regions_unexplored:bayou, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
924, swamp, regions_unexplored:bayou, MONSTER, mythicmounts:dragon, 80, 1, 1
925, swamp, regions_unexplored:bayou, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
926, swamp, regions_unexplored:bayou, MONSTER, graveyard:ghoul, 25, 2, 5
927, swamp, regions_unexplored:bayou, MONSTER, uselessreptile:moleclaw, 80, 1, 1
928, swamp, regions_unexplored:bayou, MONSTER, graveyard:nightmare, 10, 1, 1
929, swamp, regions_unexplored:bayou, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
930, swamp, regions_unexplored:bayou, CREATURE, uselessreptile:wyvern, 5, 1, 1
931, swamp, regions_unexplored:bayou, AMBIENT, mythicmounts:firebird, 5, 1, 1
932, private, regions_unexplored:giant_bayou, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
933, private, regions_unexplored:giant_bayou, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
934, private, regions_unexplored:giant_bayou, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
935, private, regions_unexplored:giant_bayou, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
936, private, regions_unexplored:giant_bayou, MONSTER, mythicmounts:dragon, 80, 1, 1
937, private, regions_unexplored:giant_bayou, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
938, private, regions_unexplored:giant_bayou, MONSTER, graveyard:ghoul, 25, 2, 5
939, private, regions_unexplored:giant_bayou, MONSTER, uselessreptile:moleclaw, 80, 1, 1
940, private, regions_unexplored:giant_bayou, MONSTER, graveyard:nightmare, 10, 1, 1
941, private, regions_unexplored:giant_bayou, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
942, private, regions_unexplored:giant_bayou, CREATURE, uselessreptile:wyvern, 5, 1, 1
943, private, regions_unexplored:giant_bayou, AMBIENT, mythicmounts:firebird, 5, 1, 1
944, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
945, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
946, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
947, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
948, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, direbats:direbat, 36, 1, 3
949, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, mythicmounts:dragon, 80, 1, 1
950, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
951, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, uselessreptile:moleclaw, 80, 1, 1
952, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, graveyard:revenant, 25, 5, 8
953, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
954, extreme_hills, regions_unexplored:towering_cliffs, AMBIENT, mythicmounts:firebird, 5, 1, 1
955, private, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
956, private, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
957, private, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
958, private, regions_unexplored:flooded_plains, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
959, private, regions_unexplored:flooded_plains, MONSTER, mythicmounts:dragon, 80, 1, 1
960, private, regions_unexplored:flooded_plains, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
961, private, regions_unexplored:flooded_plains, MONSTER, graveyard:ghoul, 25, 2, 5
962, private, regions_unexplored:flooded_plains, MONSTER, uselessreptile:moleclaw, 80, 1, 1
963, private, regions_unexplored:flooded_plains, MONSTER, graveyard:nightmare, 10, 1, 1
964, private, regions_unexplored:flooded_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
965, private, regions_unexplored:flooded_plains, CREATURE, uselessreptile:wyvern, 5, 1, 1
966, private, regions_unexplored:flooded_plains, AMBIENT, mythicmounts:firebird, 5, 1, 1
967, forest, regions_unexplored:blackwood_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
968, forest, regions_unexplored:blackwood_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
969, forest, regions_unexplored:blackwood_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
970, forest, regions_unexplored:blackwood_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
971, forest, regions_unexplored:blackwood_forest, MONSTER, direbats:direbat, 36, 1, 3
972, forest, regions_unexplored:blackwood_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
973, forest, regions_unexplored:blackwood_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
974, forest, regions_unexplored:blackwood_forest, MONSTER, graveyard:ghoul, 25, 2, 5
975, forest, regions_unexplored:blackwood_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
976, forest, regions_unexplored:blackwood_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
977, forest, regions_unexplored:blackwood_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
978, private, regions_unexplored:prairie, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
979, private, regions_unexplored:prairie, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
980, private, regions_unexplored:prairie, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
981, private, regions_unexplored:prairie, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
982, private, regions_unexplored:prairie, MONSTER, mythicmounts:dragon, 80, 1, 1
983, private, regions_unexplored:prairie, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
984, private, regions_unexplored:prairie, MONSTER, uselessreptile:moleclaw, 80, 1, 1
985, private, regions_unexplored:prairie, MONSTER, graveyard:nightmare, 10, 1, 1
986, private, regions_unexplored:prairie, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
987, private, regions_unexplored:prairie, AMBIENT, mythicmounts:firebird, 5, 1, 1
988, river, regions_unexplored:muddy_river, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
989, river, regions_unexplored:muddy_river, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
990, river, regions_unexplored:muddy_river, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
991, river, regions_unexplored:muddy_river, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
992, river, regions_unexplored:muddy_river, MONSTER, mythicmounts:dragon, 80, 1, 1
993, river, regions_unexplored:muddy_river, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
994, river, regions_unexplored:muddy_river, MONSTER, uselessreptile:moleclaw, 80, 1, 1
995, river, regions_unexplored:muddy_river, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
996, river, regions_unexplored:muddy_river, AMBIENT, mythicmounts:firebird, 5, 1, 1
997, river, regions_unexplored:cold_river, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
998, river, regions_unexplored:cold_river, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
999, river, regions_unexplored:cold_river, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1000, river, regions_unexplored:cold_river, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1001, river, regions_unexplored:cold_river, MONSTER, mythicmounts:dragon, 80, 1, 1
1002, river, regions_unexplored:cold_river, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1003, river, regions_unexplored:cold_river, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1004, river, regions_unexplored:cold_river, MONSTER, graveyard:revenant, 25, 5, 8
1005, river, regions_unexplored:cold_river, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1006, river, regions_unexplored:cold_river, AMBIENT, mythicmounts:firebird, 5, 1, 1
1007, private, regions_unexplored:barley_fields, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1008, private, regions_unexplored:barley_fields, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1009, private, regions_unexplored:barley_fields, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1010, private, regions_unexplored:barley_fields, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1011, private, regions_unexplored:barley_fields, MONSTER, mythicmounts:dragon, 80, 1, 1
1012, private, regions_unexplored:barley_fields, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1013, private, regions_unexplored:barley_fields, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1014, private, regions_unexplored:barley_fields, MONSTER, graveyard:nightmare, 10, 1, 1
1015, private, regions_unexplored:barley_fields, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1016, private, regions_unexplored:barley_fields, AMBIENT, mythicmounts:firebird, 5, 1, 1
1017, private, regions_unexplored:poppy_fields, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1018, private, regions_unexplored:poppy_fields, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1019, private, regions_unexplored:poppy_fields, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1020, private, regions_unexplored:poppy_fields, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1021, private, regions_unexplored:poppy_fields, MONSTER, mythicmounts:dragon, 80, 1, 1
1022, private, regions_unexplored:poppy_fields, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1023, private, regions_unexplored:poppy_fields, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1024, private, regions_unexplored:poppy_fields, MONSTER, graveyard:nightmare, 10, 1, 1
1025, private, regions_unexplored:poppy_fields, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1026, private, regions_unexplored:poppy_fields, AMBIENT, mythicmounts:firebird, 5, 1, 1
1027, beach, regions_unexplored:gravel_beach, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1028, beach, regions_unexplored:gravel_beach, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1029, beach, regions_unexplored:gravel_beach, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1030, beach, regions_unexplored:gravel_beach, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1031, beach, regions_unexplored:gravel_beach, MONSTER, mythicmounts:dragon, 80, 1, 1
1032, beach, regions_unexplored:gravel_beach, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1033, beach, regions_unexplored:gravel_beach, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1034, beach, regions_unexplored:gravel_beach, MONSTER, graveyard:revenant, 25, 5, 8
1035, beach, regions_unexplored:gravel_beach, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1036, beach, regions_unexplored:gravel_beach, AMBIENT, mythicmounts:firebird, 5, 1, 1
1037, forest, regions_unexplored:boreal_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1038, forest, regions_unexplored:boreal_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1039, forest, regions_unexplored:boreal_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1040, forest, regions_unexplored:boreal_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1041, forest, regions_unexplored:boreal_forest, MONSTER, direbats:direbat, 36, 1, 3
1042, forest, regions_unexplored:boreal_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1043, forest, regions_unexplored:boreal_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1044, forest, regions_unexplored:boreal_forest, MONSTER, graveyard:ghoul, 25, 2, 5
1045, forest, regions_unexplored:boreal_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1046, forest, regions_unexplored:boreal_forest, MONSTER, graveyard:revenant, 25, 5, 8
1047, forest, regions_unexplored:boreal_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1048, forest, regions_unexplored:boreal_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1049, forest, regions_unexplored:silver_birch_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1050, forest, regions_unexplored:silver_birch_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1051, forest, regions_unexplored:silver_birch_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1052, forest, regions_unexplored:silver_birch_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1053, forest, regions_unexplored:silver_birch_forest, MONSTER, direbats:direbat, 36, 1, 3
1054, forest, regions_unexplored:silver_birch_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1055, forest, regions_unexplored:silver_birch_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1056, forest, regions_unexplored:silver_birch_forest, MONSTER, graveyard:ghoul, 25, 2, 5
1057, forest, regions_unexplored:silver_birch_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1058, forest, regions_unexplored:silver_birch_forest, MONSTER, graveyard:revenant, 25, 5, 8
1059, forest, regions_unexplored:silver_birch_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1060, forest, regions_unexplored:silver_birch_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1061, private, regions_unexplored:shrubland, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1062, private, regions_unexplored:shrubland, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1063, private, regions_unexplored:shrubland, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1064, private, regions_unexplored:shrubland, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1065, private, regions_unexplored:shrubland, MONSTER, mythicmounts:dragon, 80, 1, 1
1066, private, regions_unexplored:shrubland, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1067, private, regions_unexplored:shrubland, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1068, private, regions_unexplored:shrubland, MONSTER, graveyard:nightmare, 10, 1, 1
1069, private, regions_unexplored:shrubland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1070, private, regions_unexplored:shrubland, AMBIENT, mythicmounts:firebird, 5, 1, 1
1071, taiga, regions_unexplored:pine_slopes, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1072, taiga, regions_unexplored:pine_slopes, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1073, taiga, regions_unexplored:pine_slopes, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1074, taiga, regions_unexplored:pine_slopes, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1075, taiga, regions_unexplored:pine_slopes, MONSTER, direbats:direbat, 36, 1, 3
1076, taiga, regions_unexplored:pine_slopes, MONSTER, mythicmounts:dragon, 80, 1, 1
1077, taiga, regions_unexplored:pine_slopes, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1078, taiga, regions_unexplored:pine_slopes, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1079, taiga, regions_unexplored:pine_slopes, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1080, taiga, regions_unexplored:pine_slopes, AMBIENT, mythicmounts:firebird, 5, 1, 1
1081, forest, regions_unexplored:mauve_hills, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1082, forest, regions_unexplored:mauve_hills, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1083, forest, regions_unexplored:mauve_hills, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1084, forest, regions_unexplored:mauve_hills, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1085, forest, regions_unexplored:mauve_hills, MONSTER, direbats:direbat, 36, 1, 3
1086, forest, regions_unexplored:mauve_hills, MONSTER, mythicmounts:dragon, 80, 1, 1
1087, forest, regions_unexplored:mauve_hills, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1088, forest, regions_unexplored:mauve_hills, MONSTER, graveyard:ghoul, 25, 2, 5
1089, forest, regions_unexplored:mauve_hills, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1090, forest, regions_unexplored:mauve_hills, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1091, forest, regions_unexplored:mauve_hills, AMBIENT, mythicmounts:firebird, 5, 1, 1
1092, extreme_hills, regions_unexplored:mountains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1093, extreme_hills, regions_unexplored:mountains, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1094, extreme_hills, regions_unexplored:mountains, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1095, extreme_hills, regions_unexplored:mountains, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1096, extreme_hills, regions_unexplored:mountains, MONSTER, mythicmounts:dragon, 80, 1, 1
1097, extreme_hills, regions_unexplored:mountains, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1098, extreme_hills, regions_unexplored:mountains, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1099, extreme_hills, regions_unexplored:mountains, MONSTER, graveyard:revenant, 25, 5, 8
1100, extreme_hills, regions_unexplored:mountains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1101, extreme_hills, regions_unexplored:mountains, AMBIENT, mythicmounts:firebird, 5, 1, 1
1102, taiga, regions_unexplored:pine_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1103, taiga, regions_unexplored:pine_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1104, taiga, regions_unexplored:pine_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1105, taiga, regions_unexplored:pine_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1106, taiga, regions_unexplored:pine_forest, MONSTER, direbats:direbat, 36, 1, 3
1107, taiga, regions_unexplored:pine_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1108, taiga, regions_unexplored:pine_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1109, taiga, regions_unexplored:pine_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1110, taiga, regions_unexplored:pine_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1111, taiga, regions_unexplored:pine_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1112, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1113, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1114, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1115, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1116, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1117, jungle, regions_unexplored:eucalyptus_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1118, jungle, regions_unexplored:eucalyptus_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1119, jungle, regions_unexplored:eucalyptus_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1120, jungle, regions_unexplored:eucalyptus_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1121, taiga, regions_unexplored:redwoods, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1122, taiga, regions_unexplored:redwoods, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1123, taiga, regions_unexplored:redwoods, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1124, taiga, regions_unexplored:redwoods, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1125, taiga, regions_unexplored:redwoods, MONSTER, direbats:direbat, 36, 1, 3
1126, taiga, regions_unexplored:redwoods, MONSTER, mythicmounts:dragon, 80, 1, 1
1127, taiga, regions_unexplored:redwoods, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1128, taiga, regions_unexplored:redwoods, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1129, taiga, regions_unexplored:redwoods, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1130, taiga, regions_unexplored:redwoods, AMBIENT, mythicmounts:firebird, 5, 1, 1
1131, taiga, regions_unexplored:sparse_redwoods, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1132, taiga, regions_unexplored:sparse_redwoods, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1133, taiga, regions_unexplored:sparse_redwoods, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1134, taiga, regions_unexplored:sparse_redwoods, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1135, taiga, regions_unexplored:sparse_redwoods, MONSTER, direbats:direbat, 36, 1, 3
1136, taiga, regions_unexplored:sparse_redwoods, MONSTER, mythicmounts:dragon, 80, 1, 1
1137, taiga, regions_unexplored:sparse_redwoods, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1138, taiga, regions_unexplored:sparse_redwoods, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1139, taiga, regions_unexplored:sparse_redwoods, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1140, taiga, regions_unexplored:sparse_redwoods, AMBIENT, mythicmounts:firebird, 5, 1, 1
1141, private, regions_unexplored:highland_fields, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1142, private, regions_unexplored:highland_fields, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1143, private, regions_unexplored:highland_fields, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1144, private, regions_unexplored:highland_fields, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1145, private, regions_unexplored:highland_fields, MONSTER, mythicmounts:dragon, 80, 1, 1
1146, private, regions_unexplored:highland_fields, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1147, private, regions_unexplored:highland_fields, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1148, private, regions_unexplored:highland_fields, MONSTER, graveyard:nightmare, 10, 1, 1
1149, private, regions_unexplored:highland_fields, MONSTER, graveyard:revenant, 25, 5, 8
1150, private, regions_unexplored:highland_fields, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1151, private, regions_unexplored:highland_fields, AMBIENT, mythicmounts:firebird, 5, 1, 1
1152, forest, regions_unexplored:deciduous_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1153, forest, regions_unexplored:deciduous_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1154, forest, regions_unexplored:deciduous_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1155, forest, regions_unexplored:deciduous_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1156, forest, regions_unexplored:deciduous_forest, MONSTER, direbats:direbat, 36, 1, 3
1157, forest, regions_unexplored:deciduous_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1158, forest, regions_unexplored:deciduous_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1159, forest, regions_unexplored:deciduous_forest, MONSTER, graveyard:ghoul, 25, 2, 5
1160, forest, regions_unexplored:deciduous_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1161, forest, regions_unexplored:deciduous_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1162, forest, regions_unexplored:deciduous_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1163, forest, regions_unexplored:cold_deciduous_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1164, forest, regions_unexplored:cold_deciduous_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1165, forest, regions_unexplored:cold_deciduous_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1166, forest, regions_unexplored:cold_deciduous_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1167, forest, regions_unexplored:cold_deciduous_forest, MONSTER, direbats:direbat, 36, 1, 3
1168, forest, regions_unexplored:cold_deciduous_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1169, forest, regions_unexplored:cold_deciduous_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1170, forest, regions_unexplored:cold_deciduous_forest, MONSTER, graveyard:ghoul, 25, 2, 5
1171, forest, regions_unexplored:cold_deciduous_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
